Category,,Page Title,Product Image File - 3,Product Image File - 2,Product ID,Brand Name,Product Image File - 4,Product Description,Price,Product Image Sort - 2,Product Name,Product Image Sort-5, Product Image File - 6 ,Product Image Sort-6,Free Shipping,Current Stock Level,Option Set,Track Inventory,Product Image File - 1,Sort Order,Product Image Description - 1,Retail Price,Product Availability,Meta Description,Sale Price,Product Code/SKU,Product Image File - 5 ,Item Type,Product Image Sort - 1,Product Image Is Thumbnail - 1,Product Image Sort - 3,Bin Picking Number,Product Image Sort - 4
Team Sports/Hockey/Sticks/Junior/TK Synergy Junior Hockey Stick,,Buy the TK Synergy Junior Hockey Stick Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,,,91874,TK Hockey,,"<div id=""product_description_text"" style=""overflow:hidden; min-height:75px;"">								<p>Nano technology used with high specification materials creates a stick with higher potential output and sublime feel on the ball yet are noticeably lighter than regular composite sticks.</p><p>As well as innovating with new composite materials 								and technologies TK also constantly investigate ways to extract the maximum level of performance from more conventional composite materials and lay-ups. The latest result of this on-going research programme is the TK Advanced Performance Matrix (APM); a careful blending and placement of carbon fibre aramid and glassfibre to create a range of performance levels each of which raise the resulting output and feel to levels in excess of previous standard composite sticks.</p><p>Specification:</p><ul><li>Advanced Matrix Construction</li><li>20% Carbon 80% Glassfibre</li></ul><br>																</div>",14550.0875,2,TK Synergy Junior Hockey Stick*,5,,6,N,100,TK Synergy Junior Hockey Stick,By Option,http://products.activinstinct.com/y2014/m07/444927/75028305-b.jpg,-240,Buy TK Synergy Junior Hockey Stick Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,14550.0875,12-17 Working Days,Get your hands on the TK Synergy Junior Hockey Stick. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,13682.336655,444927ACVIN,,Product,1,Y,3,ACTIVINSTINCT,4
,,,,,216206,,,,,,[S]Size=36in,,,,,100,,,,,,,,,,44492736in,,SKU,,,,ACTIVINSTINCT,
Team Sports/Hockey/Sticks/Junior/GRAYS Lazr Wooden Junior Hockey Stick,,Buy the GRAYS Lazr Wooden Junior Hockey Stick Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,http://products.activinstinct.com/y2014/m08/447047/34475409-b.jpg,http://products.activinstinct.com/y2014/m08/447047/23607458-b.jpg,65277,Grays,,"<div id=""product_description_text"" style=""overflow:hidden; min-height:75px;"">								<p>Some top players still prefer the touch and feel of a wooden stick. Individually handcrafted in the Grays factory they use high-tech reinforcement fibres and resins to give every stick the right levels of performance.</p><p>An ideal stick for players 								to improve their skills with anew soft feel cushioned PVC grip.</p><ul><li>Power Rating: Stiff</li><li>Head Face: Standard</li><li>Blade Profile: Standard</li><li>Reinforcement Materials: Fibreglass</li><li>Grip: Cushion PVC</li></ul><br>								<p>Material</p><ul><li>Wood </li></ul>								</div>",6607.496155,2,GRAYS Lazr Wooden Junior Hockey Stick*,5,,6,N,100,GRAYS Lazr Wooden Junior Hockey Stick,By Option,http://products.activinstinct.com/y2014/m08/447047/37334088-b.jpg,-240,Buy GRAYS Lazr Wooden Junior Hockey Stick Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,6607.496155,12-17 Working Days,Get your hands on the GRAYS Lazr Wooden Junior Hockey Stick. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,6318.727155,447047ACVIN,,Product,1,Y,3,ACTIVINSTINCT,4
,,,,,216213,,,,,,[S]Size=28in,,,,,100,,,,,,,,,,44704728in,,SKU,,,,ACTIVINSTINCT,
,,,,,216214,,,,,,[S]Size=30in,,,,,100,,,,,,,,,,44704730in,,SKU,,,,ACTIVINSTINCT,
,,,,,216215,,,,,,[S]Size=34.5in,,,,,100,,,,,,,,,,44704734.5in,,SKU,,,,ACTIVINSTINCT,
,,,,,216216,,,,,,[S]Size=35.5in,,,,,100,,,,,,,,,,44704735.5in,,SKU,,,,ACTIVINSTINCT,
Team Sports/Hockey/Protective Gear/Shinguards,,Buy the TK C1 Plus Shin Guards Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,,,91860,TK Hockey,,"<div id=""product_description_text"" style=""overflow:hidden; min-height:75px;"">								<p>TK protection products cover every aspect of the game; whether outdoor or indoor every standard of play.</p><p>Features:</p><ul><li>Extreme impact protection</li><li>Anatomic shaping</li><li>Removable mesh covered foam lining</li><li>Adjustable (or removable) fixing strap</li><li>Air vent detailing</li></ul>								<br>																</div>",7330.8625,2,TK C1 Plus Shin Guards*,5,,6,N,100,TK C1 Plus Shin Guards,By Option,http://products.activinstinct.com/y2013/m07/369428/15692690-b.jpg,-240,Buy TK C1 Plus Shin Guards Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,7330.8625,12-17 Working Days,Get your hands on the TK C1 Plus Shin Guards. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,6968.457405,369428ACVIN,,Product,1,Y,3,ACTIVINSTINCT,4
,,,,,216181,,,,,,[S]Size=Black/Red,,,,,100,,,,,,,,,,369428Black/Red,,SKU,,,,ACTIVINSTINCT,
Team Sports/Hockey/Sticks/Junior/MERCIAN 200-Series 201 Junior Hockey Stick,,Buy the MERCIAN 200-Series 201 Junior Hockey Stick Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,http://products.activinstinct.com/y2013/m07/374214/50879328-b.jpg,http://products.activinstinct.com/y2013/m07/374214/65491597-b.jpg,91880,Mercian,http://products.activinstinct.com/y2013/m07/374214/35191255-b.jpg,"<div id=""product_description_text"" style=""overflow:hidden; min-height:75px;"">								<p>The new junior level composites in the Mercian range are all 100% fibreglass in a lightweight Standard Bend with a mid-shaft balance point. The progression from a wooden stick to a player's first composite stick is a big step but the 200-Series 								makes that transition as smooth as possible. The 201 provides the extra power associated with composite technology but also retains a great deal of 'feel' associated with a wooden stick. This allows younger players to develop their skills and take their game to the next level.</p><p>With the introduction of the new FIH regulations Mercian have brought in new moulds to ensure that all their sticks comply with these new rules whilst continuing to offer the great balance and strength for which Mercian sticks are renowned. The Standard Bend incorporates the maximum permitted bend positioned at the mid-point of the shaft.</p><ul><li>Length: 30"" / 32"" / 34"" / 35"" / 36""</li><li>Weight: Light</li><li>Bend: Standard</li></ul><br>								<p>Material</p><ul><li>Fibreglass </li></ul>								</div>",10217.108655,2,MERCIAN 200-Series 201 Junior Hockey Stick*,5,,6,N,100,MERCIAN 200-Series 201 Junior Hockey Stick,By Option,http://products.activinstinct.com/y2013/m07/374214/95479053-b.jpg,-240,Buy MERCIAN 200-Series 201 Junior Hockey Stick Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,10217.108655,12-17 Working Days,Get your hands on the MERCIAN 200-Series 201 Junior Hockey Stick. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,8592.78303,374214ACVIN,,Product,1,Y,3,ACTIVINSTINCT,4
,,,,,216228,,,,,,[S]Size=30in,,,,,100,,,,,,,,,,37421430in,,SKU,,,,ACTIVINSTINCT,
,,,,,216229,,,,,,[S]Size=32in,,,,,100,,,,,,,,,,37421432in,,SKU,,,,ACTIVINSTINCT,
,,,,,216230,,,,,,[S]Size=34in,,,,,100,,,,,,,,,,37421434in,,SKU,,,,ACTIVINSTINCT,
,,,,,216231,,,,,,[S]Size=35in,,,,,100,,,,,,,,,,37421435in,,SKU,,,,ACTIVINSTINCT,
,,,,,216232,,,,,,[S]Size=36.5in,,,,,100,,,,,,,,,,37421436.5in,,SKU,,,,ACTIVINSTINCT,
,,,,,216233,,,,,,[S]Size=36in,,,,,100,,,,,,,,,,37421436in,,SKU,,,,ACTIVINSTINCT,
Team Sports/Hockey/Sticks/Junior/GRYPHON Detonator Junior Hockey Stick,,Buy the GRYPHON Detonator Junior Hockey Stick Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,,,91870,Gryphon,,"<div id=""product_description_text"" style=""overflow:hidden; min-height:75px;"">								<p>This stick makes up part of the Initiation series designed for novices and junior players. The lay-ups used throughout are tempered to balance performance with a softer touch to assist skill development and maintain player comfort.</p><p>This stick 								features FMT or Flex Matrix Technology. Designed specifically for beginners this allows the stick to flex making it extremely forgiving if your timing is out creating a feel designed for comfort.</p><p>The J-Curve mould has a 20mm curve positioned 300mm from the base of the head giving it a more traditional central bow position. It features a maxi head with a slim shaft and head withslighlty drawn in dimensions to suit young players. The mould complies with the latest FIH rules and like the Pro is excellent for drag flicking passing and high level skill execution.</p><p>Specification:</p><ul><li>Head Shape: Oversized Maxi</li><li>Curve: 20mm</li></ul><br>																</div>",9496.63,2,GRYPHON Detonator Junior Hockey Stick*,5,,6,N,100,GRYPHON Detonator Junior Hockey Stick,By Option,http://products.activinstinct.com/y2013/m08/375169/64895661-b.jpg,-240,Buy GRYPHON Detonator Junior Hockey Stick Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,9496.63,12-17 Working Days,Get your hands on the GRYPHON Detonator Junior Hockey Stick. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,8917.648155,375169ACVIN,,Product,1,Y,3,ACTIVINSTINCT,4
,,,,,216198,,,,,,[S]Size=34in,,,,,100,,,,,,,,,,37516934in,,SKU,,,,ACTIVINSTINCT,
,,,,,216199,,,,,,[S]Size=35in,,,,,100,,,,,,,,,,37516935in,,SKU,,,,ACTIVINSTINCT,
Team Sports/Hockey/Sticks/Junior/GRAYS Vibe Junior Hockey Stick,,Buy the GRAYS Vibe Junior Hockey Stick Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,,,91868,Grays,,"<div id=""product_description_text"" style=""overflow:hidden; min-height:75px;"">								<p>For junior players selecting the right stick is vitally important if skills are to be developed properly. In general your height determines the stick length however some benefit from selecting the longest possible stick that they can control with 								extra reach and better vision.</p><p>Ask yourself if it is comfortable if you have to bend too low or if your hands are controlling the head of the stick properly when you swing. One easy method is to stand straight place the head of the stick under your armpit and find a stick that reaches the bottom of your kneecap.</p><p>Specification:</p><ul><li>Headshape: Maxi</li><li>Head face: Standard</li><li>Power rating: Stiff</li><li>Blade profile: Standard</li><li>Reinforcement materials: Carbon Aramid Fibreglass</li><li>Grip: Traction Hi-Soft</li></ul><br>																</div>",9495.186155,2,GRAYS Vibe Junior Hockey Stick*,5,,6,N,100,GRAYS Vibe Junior Hockey Stick,By Option,http://products.activinstinct.com/y2013/m06/362597/97071793-b.jpg,-240,Buy GRAYS Vibe Junior Hockey Stick Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,9495.186155,12-17 Working Days,Get your hands on the GRAYS Vibe Junior Hockey Stick. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,8917.648155,362597ACVIN,,Product,1,Y,3,ACTIVINSTINCT,4
,,,,,216193,,,,,,[S]Size=26in,,,,,100,,,,,,,,,,36259726in,,SKU,,,,ACTIVINSTINCT,
,,,,,216194,,,,,,[S]Size=30in,,,,,100,,,,,,,,,,36259730in,,SKU,,,,ACTIVINSTINCT,
Team Sports/Hockey/Sticks/Junior/GRYPHON Wand Junior Hockey Stick,,Buy the GRYPHON Wand Junior Hockey Stick Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,,http://products.activinstinct.com/y2014/m07/443040/68113805-b.jpg,91875,Gryphon,,"<div id=""product_description_text"" style=""overflow:hidden; min-height:75px;"">								<p>This stick makes up part of the Initiation series designed for novices and junior players. The lay-ups used throughout are tempered to balance performance with a softer touch to assist skill development and maintain player comfort.</p><p>This stick 								features FMT or Flex Matrix Technology. Designed specifically for beginners this allows the stick to flex making it extremely forgiving if your timing is out creating a feel designed for comfort.</p><p>The Classic Curve mould has a 23mm curve positioned 300mm from the base of the head giving it a more traditional central bow position. It features an oversized maxi head with a slim shaft and head profile. The mould complies with the latest FIH rules and like the Pro is excellent for drag flicking passing and high level skill execution.</p><p>Specification:</p><ul><li>Head Shape: Oversized Maxi</li><li>Curve: 23mm</li></ul><br>								<p>Material</p><ul><li>Carbon </li></ul>								</div>",10940.475,2,GRYPHON Wand Junior Hockey Stick*,5,,6,N,100,GRYPHON Wand Junior Hockey Stick,By Option,http://products.activinstinct.com/y2014/m07/443040/66721187-b.jpg,-240,Buy GRYPHON Wand Junior Hockey Stick Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,10940.475,12-17 Working Days,Get your hands on the GRYPHON Wand Junior Hockey Stick. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,10211.333275,443040ACVIN,,Product,1,Y,3,ACTIVINSTINCT,4
,,,,,216208,,,,,,[S]Size=35.5in,,,,,100,,,,,,,,,,44304035.5in,,SKU,,,,ACTIVINSTINCT,
,,,,,216209,,,,,,[S]Size=36.5in,,,,,100,,,,,,,,,,44304036.5in,,SKU,,,,ACTIVINSTINCT,
Team Sports/Hockey/Sticks/Junior/MERCIAN 300-Series 303 Junior Wooden Hockey Stick,,Buy the MERCIAN 300-Series 303 Junior Wooden Hockey Stick Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,http://products.activinstinct.com/y2013/m07/374235/43506838-b.jpg,http://products.activinstinct.com/y2013/m07/374235/76825035-b.jpg,91877,Mercian,http://products.activinstinct.com/y2013/m07/374235/76638777-b.jpg,"<div id=""product_description_text"" style=""overflow:hidden; min-height:75px;"">								<p>The 300 Series is new to the Mercian hockey stick range this season. These are wooden models from previous collections which have been moved into the 300 Series so that players can immediately tell the difference between models despite similar high-quality 								paint finishes.</p><p>This is the entry-level wooden stick perfect for the beginner and non-regular player. A 7-ply laminated midi head with a fibreglass reinforced shaft combined with a classic shape aids skill development and execution on both the forehand and backhand. More importantly to the excited energetic young player the styling is particularly vibrant.</p><p>These are particularly light also making them suited to juniors and newer players to the game.</p>								<p>Material</p><ul><li>Wood </li></ul>								</div>",10217.108655,2,MERCIAN 300-Series 303 Junior Wooden Hockey Stick*,5,,6,N,100,MERCIAN 300-Series 303 Junior Wooden Hockey Stick,By Option,http://products.activinstinct.com/y2013/m07/374235/46191825-b.jpg,-240,Buy MERCIAN 300-Series 303 Junior Wooden Hockey Stick Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,10217.108655,12-17 Working Days,Get your hands on the MERCIAN 300-Series 303 Junior Wooden Hockey Stick. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,6607.496155,374235ACVIN,http://products.activinstinct.com/y2013/m07/374235/92757812-b.jpg,Product,1,Y,3,ACTIVINSTINCT,4
,,,,,216217,,,,,,[S]Size=24in,,,,,100,,,,,,,,,,37423524in,,SKU,,,,ACTIVINSTINCT,
,,,,,216218,,,,,,[S]Size=26in,,,,,100,,,,,,,,,,37423526in,,SKU,,,,ACTIVINSTINCT,
,,,,,216219,,,,,,[S]Size=28in,,,,,100,,,,,,,,,,37423528in,,SKU,,,,ACTIVINSTINCT,
,,,,,216220,,,,,,[S]Size=30in,,,,,100,,,,,,,,,,37423530in,,SKU,,,,ACTIVINSTINCT,
,,,,,216221,,,,,,[S]Size=32in,,,,,100,,,,,,,,,,37423532in,,SKU,,,,ACTIVINSTINCT,
,,,,,216222,,,,,,[S]Size=34in,,,,,100,,,,,,,,,,37423534in,,SKU,,,,ACTIVINSTINCT,
,,,,,216223,,,,,,[S]Size=35in,,,,,100,,,,,,,,,,37423535in,,SKU,,,,ACTIVINSTINCT,
,,,,,216224,,,,,,[S]Size=36in,,,,,100,,,,,,,,,,37423536in,,SKU,,,,ACTIVINSTINCT,
Team Sports/Hockey/Sticks/Junior/GRAYS Revo Junior Hockey Stick,,Buy the GRAYS Revo Junior Hockey Stick Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,http://products.activinstinct.com/y2013/m06/362638/18102134-b.jpg,http://products.activinstinct.com/y2013/m06/362638/97966037-b.jpg,91879,Grays,http://products.activinstinct.com/y2013/m06/362638/63134225-b.jpg,"<div id=""product_description_text"" style=""overflow:hidden; min-height:75px;"">								<p>For junior players selecting the right stick is vitally important if skills are to be developed properly. In general your height determines the stick length however some benefit from selecting the longest possible stick that they can control with 								extra reach and better vision.</p><p>Ask yourself if it is comfortable if you have to bend too low or if your hands are controlling the head of the stick properly when you swing. One easy method is to stand straight place the head of the stick under your armpit and find a stick that reaches the bottom of your kneecap.</p><p>Even in the composite era many players still prefer the touch and feel of a wooden stick. Grays use traditional methods of manufacture and use hi-tech reinforcement fibres and resins to give every stick the right levels of performance.</p><p>The durable Interlock head construction ensures extra head durability and the Heel Reinforcement Zone gives added protection against the effects of synthetic pitches.</p><p>Specification:</p><ul><li>Headshape: Maxi</li><li>Head face: Standard</li><li>Power rating: Stiff</li><li>Blade profile: Standard</li><li>Reinforcement materials: Fibreglass</li><li>Grip: Cushion PVC</li></ul><br>																</div>",6031.402,2,GRAYS Revo Junior Hockey Stick*,5,,6,N,100,GRAYS Revo Junior Hockey Stick,By Option,http://products.activinstinct.com/y2013/m06/362638/91631749-b.jpg,-240,Buy GRAYS Revo Junior Hockey Stick Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,6031.402,12-17 Working Days,Get your hands on the GRAYS Revo Junior Hockey Stick. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,5798.942955,362638ACVIN,,Product,1,Y,3,ACTIVINSTINCT,4
,,,,,216227,,,,,,[S]Size=30in,,,,,100,,,,,,,,,,36263830in,,SKU,,,,ACTIVINSTINCT,
Team Sports/Hockey/Sticks/Junior/MERCIAN Great Pink Junior Hockey Stick,,Buy the MERCIAN Great Pink Junior Hockey Stick Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,,,92202,Mercian,,"<div id=""product_description_text"" style=""overflow:hidden; min-height:75px;"">								<p>The Mercian Great Pink Junior Hockey Stick is a standard bend hockey stick with a construction that is 30% carbon. This stick Provides a softer touch for junior players but with a high enough carbon percentage to ensure good energy transfer from player 								to ball and therefore generation of high ball speeds on hits and slaps giving them the means to play a blinding game for the team.</p>																</div>",13826.721155,2,MERCIAN Great Pink Junior Hockey Stick*,5,,6,N,100,MERCIAN Great Pink Junior Hockey Stick,By Option,http://products.activinstinct.com/y2013/m08/375928/23124919-b.jpg,-240,Buy MERCIAN Great Pink Junior Hockey Stick Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,13826.721155,12-17 Working Days,Get your hands on the MERCIAN Great Pink Junior Hockey Stick. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,9495.186155,375928ACVIN,,Product,1,Y,3,ACTIVINSTINCT,4
,,,,,217771,,,,,,[S]Size=35.5in,,,,,100,,,,,,,,,,37592835.5in,,SKU,,,,ACTIVINSTINCT,
Team Sports/Hockey/Protective Gear/Gloves & hand protection,,Buy the KOOKABURRA Blockade Hand Guard Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,,http://products.activinstinct.com/y2014/m06/436609/92145473-b.jpg,91857,Kookaburra,,"<div id=""product_description_text"" style=""overflow:hidden; min-height:75px;"">								<p>Guards that offer massive protection; this has a full glove design providing excellent protection for both indoor and outdoor play.</p><p>There is a Pittards leather palm and fingers to ensure the glove is breathable and water repellent. The modified 								ergonomic shape improves flexibility with additional air flow mesh section. The Soft-Fill cushioning for improved fit and comfort.</p>								<p>Material</p><ul><li>Leather </li></ul>								</div>",7691.82375,2,KOOKABURRA Blockade Hand Guard*,5,,6,N,100,KOOKABURRA Blockade Hand Guard,By Option,http://products.activinstinct.com/y2014/m06/436609/28659183-b.jpg,-240,Buy KOOKABURRA Blockade Hand Guard Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,7691.82375,12-17 Working Days,Get your hands on the KOOKABURRA Blockade Hand Guard. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,7294.766375,436609ACVIN,,Product,1,Y,3,ACTIVINSTINCT,4
,,,,,216177,,,,,,[S]Size=Purple/Yellow,,,,,100,,,,,,,,,,436609Purple/Yellow,,SKU,,,,ACTIVINSTINCT,
Team Sports/Hockey/Protective Gear/Gloves & hand protection,,Buy the TK C2 Hand Guards Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,,,91861,TK Hockey,,"<div id=""product_description_text"" style=""overflow:hidden; min-height:75px;"">								<p>TK protection products cover every aspect of the game; whether outdoor or indoor every standard of play.</p><p>Features:</p><ul><li>Multi-sectioned compact foam protection</li><li>Fabric covered with rubberised finger blocks</li><li>Cushioned back hand layer for extra comfort</li><li>PU palm</li></ul>								<br>																</div>",7764.016,2,TK C2 Hand Guards*,5,,6,N,100,TK C2 Hand Guards,By Option,http://products.activinstinct.com/y2013/m07/369460/71988617-b.jpg,-240,Buy TK C2 Hand Guards Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,7764.016,12-17 Working Days,Get your hands on the TK C2 Hand Guards. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,7329.418655,369460ACVIN,,Product,1,Y,3,ACTIVINSTINCT,4
,,,,,216182,,,,,,[S]Size=Blue,,,,,100,,,,,,,,,,369460Blue,,SKU,,,,ACTIVINSTINCT,
Team Sports/Hockey/Protective Gear/Gloves & hand protection,,Buy the GRAYS Pro Flex 500 Hockey Glove Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,,http://products.activinstinct.com/y2012/m07/303293/33849710-b.jpg,91859,Grays,,"<div id=""product_description_text"" style=""overflow:hidden; min-height:75px;"">								<p>Player protection to improve your playing performance. Top level protection and flexibility with new Hi-flex back pattern design for added flexibility and protection. Newly shaped extra thumb protection zone. Can be used for both outdoor and indoor 								hockey.</p>								<p>Material</p><ul><li>Suede Leather </li><li>Textile </li><li>Internal Rubber </li></ul>								</div>",8051.341155,2,GRAYS Pro Flex 500 Hockey Glove*,5,,6,N,100,GRAYS Pro Flex 500 Hockey Glove,By Option,http://products.activinstinct.com/y2012/m07/303293/18219563-b.jpg,-240,Buy GRAYS Pro Flex 500 Hockey Glove Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,8051.341155,12-17 Working Days,Get your hands on the GRAYS Pro Flex 500 Hockey Glove. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,7473.803155,303293ACVIN,,Product,1,Y,3,ACTIVINSTINCT,4
,,,,,216179,,,,,,[S]Size=Black/Orange,,,,,100,,,,,,,,,,303293Black/Orange,,SKU,,,,ACTIVINSTINCT,
,,,,,216180,,,,,,[S]Size=Black/Pink,,,,,100,,,,,,,,,,303293Black/Pink,,SKU,,,,ACTIVINSTINCT,
Team Sports/Hockey/Protective Gear/Gloves & hand protection,,Buy the TK C1 Hand Guards Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,,,91864,TK Hockey,,"<div id=""product_description_text"" style=""overflow:hidden; min-height:75px;"">								<p>TK protection products cover every aspect of the game; whether outdoor or indoor every standard of play.</p><p>Features:</p><ul><li>Multi-sectioned soft foam light and flexible</li><li>Cushioned back hand layer for extra comfort</li><li>Mesh/chamois style fabric palm</li><li>Neoprene cuff and rubber tab fastener</li></ul>								<br>																</div>",8485.9385,2,TK C1 Hand Guards*,5,,6,N,100,TK C1 Hand Guards,By Option,http://products.activinstinct.com/y2013/m07/369451/19508418-b.jpg,-240,Buy TK C1 Hand Guards Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,8485.9385,12-17 Working Days,Get your hands on the TK C1 Hand Guards. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,8051.341155,369451ACVIN,,Product,1,Y,3,ACTIVINSTINCT,4
,,,,,216187,,,,,,[S]Size=Blue,,,,,100,,,,,,,,,,369451Blue,,SKU,,,,ACTIVINSTINCT,
Team Sports/Hockey/Protective Gear/Mouthguards,,Buy the GRAYS Hockey Facemask Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,,,91866,Grays,,"<div id=""product_description_text"" style=""overflow:hidden; min-height:75px;"">								<p>The Grays Hockey Facemask is for use during short corners and is constructed from high impact resistant polycarbonate shell with dual density padding and adjustable straps.</p><p>This product is designed to reduce the severity and frequency of injuries 								attained during the short corner phase by defenders. However no equipment can prevent all possible injuries and severe head brain or spinal injuries including paralysis or death may occur despite using this product.</p>																</div>",9496.63,2,GRAYS Hockey Facemask*,5,,6,N,100,GRAYS Hockey Facemask,By Option,http://products.activinstinct.com/y2012/m07/303351/33159529-b.jpg,-240,Buy GRAYS Hockey Facemask Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,9496.63,12-17 Working Days,Get your hands on the GRAYS Hockey Facemask. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,8917.648155,303351ACVIN,,Product,1,Y,3,ACTIVINSTINCT,4
,,,,,216189,,,,,,[S]Size=Junior,,,,,100,,,,,,,,,,303351Junior,,SKU,,,,ACTIVINSTINCT,
,,,,,216190,,,,,,[S]Size=Senior,,,,,100,,,,,,,,,,303351Senior,,SKU,,,,ACTIVINSTINCT,
Team Sports/Hockey/Protective Gear/Shinguards,,Buy the GRAYS Internation Shinguard  Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,,,91862,Grays,,"<div id=""product_description_text"" style=""overflow:hidden; min-height:75px;"">								<p>GRAYS Internation Shinguard*Twin layer high density shinguards *Sculptured design to fit leg with special ankle/instep protection *Preferred by many top international players GRAYS Internation Shinguard</p>																								</div>",8773.263655,2,GRAYS Internation Shinguard *,5,,6,N,100,GRAYS Internation Shinguard ,By Option,http://products.activinstinct.com/y2008/m12/1412/67815790-b.jpg,-240,Buy GRAYS Internation Shinguard  Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,8773.263655,12-17 Working Days,Get your hands on the GRAYS Internation Shinguard . Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,8340.110155,1412ACVIN,,Product,1,Y,3,ACTIVINSTINCT,4
,,,,,216183,,,,,,[S]Size=S,,,,,100,,,,,,,,,,1412S,,SKU,,,,ACTIVINSTINCT,
,,,,,216184,,,,,,[S]Size=M,,,,,100,,,,,,,,,,1412M,,SKU,,,,ACTIVINSTINCT,
,,,,,216185,,,,,,[S]Size=L,,,,,100,,,,,,,,,,1412L,,SKU,,,,ACTIVINSTINCT,
Team Sports/Hockey/Protective Gear/Shinguards,,Buy the TK Shin Liners Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,http://products.activinstinct.com/y2014/m07/445091/28447399-b.jpg,http://products.activinstinct.com/y2014/m07/445091/79661737-b.jpg,91803,TK Hockey,http://products.activinstinct.com/y2014/m07/445091/99995275-b.jpg,"<div id=""product_description_text"" style=""overflow:hidden; min-height:75px;"">								<p>This shin liner is made from a polyester and elastane combination to create a sleeve to wear under your shinguards to protect against rashes and increase comfort.</p><ul><li>One size fits all</li></ul><br>																								</div>",5165.095,2,TK Shin Liners*,5,http://products.activinstinct.com/y2014/m07/445091/22652658-b.jpg,6,N,100,TK Shin Liners,By Option,http://products.activinstinct.com/y2014/m07/445091/91046460-b.jpg,-240,Buy TK Shin Liners Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,5165.095,12-17 Working Days,Get your hands on the TK Shin Liners. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,5019.266655,445091ACVIN,http://products.activinstinct.com/y2014/m07/445091/67487214-b.jpg,Product,1,Y,3,ACTIVINSTINCT,4
,,,,,215876,,,,,,[S]Size=Blue,,,,,100,,,,,,,,,,445091Blue,,SKU,,,,ACTIVINSTINCT,
,,,,,215877,,,,,,[S]Size=Pink,,,,,100,,,,,,,,,,445091Pink,,SKU,,,,ACTIVINSTINCT,
,,,,,215878,,,,,,[S]Size=Red,,,,,100,,,,,,,,,,445091Red,,SKU,,,,ACTIVINSTINCT,
,,,,,215879,,,,,,[S]Size=White,,,,,100,,,,,,,,,,445091White,,SKU,,,,ACTIVINSTINCT,
