sku,New Sku,category,Description,Color,Specification,SP,MRP,productname,imgurl1,Stock,imgurl,Size
#canyon crew,AXS11216,Footwear,"
                    Meet the KEEN Wunderseam
Its part of your sock,holding it together and giving you advance mobility, but you won't feel it,you may not even know its there.
Right and Left Fit
The perfect fit for each foot,because you don't have two left feet.
Comfort Zones
Breathable panels,cushioning and articulated support in all the right places.
        ","
                
            ","Meet the KEEN Wunderseam,Its part of your sock,holding it together and giving you advance mobility, but you won't feel it,you may not even know its there.,Right and Left Fit,The perfect fit for each foot,because you don't have two left feet.,Comfort Zones,Breathable panels,cushioning and articulated support in all the right places.",,Rs775.00,Keen Boulder Canyon Crew Socks,"http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/b/o/boulder.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/b/o/boulder2.jpg",In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/b/o/boulder.jpg,
#CM-FVR010FOIL,AXS11217,Camping ; Outdoor,"
                    Sleeping mat, for year round backpacking and camping
Ideal for DofE participants, scouts, guides and other youth groups
High quality cross-linked polyolefin foam
Metalised, embossed PE film surface improves insulation and durability
        ","
                
            ","Sleeping mat, for year round backpacking and camping,Ideal for DofE participants, scouts, guides and other youth groups,High quality cross-linked polyolefin foam,Metalised, embossed PE film surface improves insulation and durability",,"Rs1,650.00",Multimat Trekker Thermal,"http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/t/r/trekker_thermal.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/t/r/trekker_thermal3.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/t/r/trekker_thermal2.jpg",In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/t/r/trekker_thermal3.jpg,
#CMSI-AC100,AXS11218,Camping ; Outdoor,"
                    Self-inflating sleeping mat, for the extreme conditions of Base Camp
For optimum durability, warmth &amp; comfort to ensure you are fully rested
Tough 150D polyester fabric with non-slip, water repellent coating to base
Quality, horizontally drilled, high insulation/rebound 16kg/m3 PU foam core for lasting performance &amp; full and fast inflation
Antibacterial ether TPU membrane for air-tight seal. Special formulation for use at lower temperatures
Fitted velcro joining strips for sleeping double and covering large floor areas
2x valve for fast inflation/deflation
Mat supplied with microfibre-lined stuff sack/luxury pillow case, retaining band &amp; repair kit.
        ","
                
            ","Self-inflating sleeping mat, for the extreme conditions of Base Camp,For optimum durability, warmth &amp; comfort to ensure you are fully rested,Tough 150D polyester fabric with non-slip, water repellent coating to base,Quality, horizontally drilled, high insulation/rebound 16kg/m3 PU foam core for lasting performance &amp; full and fast inflation,Antibacterial ether TPU membrane for air-tight seal. Special formulation for use at lower temperatures,Fitted velcro joining strips for sleeping double and covering large floor areas,2x valve for fast inflation/deflation,Mat supplied with microfibre-lined stuff sack/luxury pillow case, retaining band &amp; repair kit.",,"Rs13,800.00",Multimat Ice Mat 100,"http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/i/c/ice_mat_100_.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/i/c/ice_mat2.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/i/c/ice_mat3.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/i/c/icemat4.jpg",In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/i/c/ice_mat_100_.jpg,
#conditioner,AXS11219,Footwear,"
                    KEY FEATURES:The Hydrobloc® Water Based Conditioner has been specifically formulated and developed for the nabuk, split (also split/fabric) and rough-out (or reversed) leathers, to enhance their water resistance and appearance and to protect them.
        ","
                
            ","KEY FEATURES:,The Hydrobloc® Water Based Conditioner has been specifically formulated and developed for the nabuk, split (also split/fabric) and rough-out (or reversed) leathers, to enhance their water resistance and appearance and to protect them.",,"Rs1,000.00",ZAMBERLAN SPRAY HYDROBLOC® CONDITIONER,"http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/0/0/002_zamberlan-hydrobloc-conditioner_big.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/s/p/spray.jpg",In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/0/0/002_zamberlan-hydrobloc-conditioner_big.jpg,
#cream,AXS11220,Footwear,"
                    KEY FEATURES:The Hydrobloc® Proofing Cream has been specifically formulated and developed for the full grain leathers (smooth and waxy finished), to protect them and enhance their water resistance and appearance.
The constant use of Hydrobloc Proofing Cream guarantees a smooth and elastic leather. Also suitable for GORE-TEX® lined footwear, with Full Grain Leather upper.
        ","
                
            ","KEY FEATURES:,The Hydrobloc® Proofing Cream has been specifically formulated and developed for the full grain leathers (smooth and waxy finished), to protect them and enhance their water resistance and appearance.,The constant use of Hydrobloc Proofing Cream guarantees a smooth and elastic leather. Also suitable for GORE-TEX® lined footwear, with Full Grain Leather upper.",,Rs775.00,ZAMBERLAN HYDROBLOC CREAM (Each),"http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/p/r/productimage1037.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/0/0/001_zc_hydrobloc_cream.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/p/r/prod_33124.jpg",In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/p/r/prod_33124.jpg,
#CSA02,AXS11221,Camping ; Outdoor,"
                    Not for use of hot liquid
Do not Microwave
Dishwasher safe, place on top rack 
Color: Blue
        ","
                
            ","Not for use of hot liquid,Do not Microwave,Dishwasher safe, place on top rack ,Color: Blue",,Rs850.00,CAPESTORM WIDE MOUTH WATER BOTTLE,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/w/i/wide_mouth_bottle_capestorm.png,In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/w/i/wide_mouth_bottle_capestorm.png,
#djibouti,AXS11222,Footwear,"
                    Quality flip-flops made to last.
Super soft EVA footbed provides super comfort, and anti-microbial substance in the EVA compound ensures an odor free experience.
A.R.T GRIP™ rubber outsole ensures durability and slip resistance. 
        ","
                
            ","Quality flip-flops made to last.,Super soft EVA footbed provides super comfort, and anti-microbial substance in the EVA compound ensures an odor free experience.,A.R.T GRIP™ rubber outsole ensures durability and slip resistance. ",,"Rs2,650.00",Source Sleeper Djibouti Men,"http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/d/i/dijibouti1.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/d/j/djibouti4.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/d/j/djibouti6.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/d/j/djibouti5.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/d/i/dijibouti1_1.jpg",In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/d/i/dijibouti1.jpg,
#Guamil001,AXS11223,Season Sale,"
                    Gore-Tex Lining
Perfect Gloves For Mountaineering
Specially Desiging For indian Army
Durable Gloves
 
        ","
                
            ","Gore-Tex Lining,Perfect Gloves For Mountaineering,Specially Desiging For indian Army,Durable Gloves, ",,"Rs1,200.00",Camp Gore-Tex Gloves,"http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/w/p/wp_20140807_004.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/_/r.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/w/p/wp_20140807_003.jpg",In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/_/r.jpg,
#hattrick,AXS11224,Season Sale,"
                    Lightweight versatility with best in class space-to-weight ratio. Get more space, protection, and lengthen your usable season with the Hat-Trick series.
This full-featured tent delivers user-friendly features like large entry doors, protected vestibules, Pole-Pilot™ setup sleeves and semi-attachable fly without needing a pack mule.
Easton carbon fiber poles shave weight and add strength. The perfect shelter for those wanting extra wiggle room or needing space for gear-intensive excursions.
Hat-Trick is made with Carbon EVO Pole System with shockcord.
EVO is stronger and lighter than aluminum and sets the new standard in high performance tent frames.
Tent includes: canopy, fly, poles, stakes, stuff sacks, and guy lines. Footprint sold separately.
Pack weight: 5lbs 3oz. Floor area: 40.4 sq.ft. 2 person. All season.
        ","
                
            ","Lightweight versatility with best in class space-to-weight ratio. Get more space, protection, and lengthen your usable season with the Hat-Trick series.,This full-featured tent delivers user-friendly features like large entry doors, protected vestibules, Pole-Pilot™ setup sleeves and semi-attachable fly without needing a pack mule.,Easton carbon fiber poles shave weight and add strength. The perfect shelter for those wanting extra wiggle room or needing space for gear-intensive excursions.,Hat-Trick is made with Carbon EVO Pole System with shockcord.,EVO is stronger and lighter than aluminum and sets the new standard in high performance tent frames.,Tent includes: canopy, fly, poles, stakes, stuff sacks, and guy lines. Footprint sold separately.,Pack weight: 5lbs 3oz. Floor area: 40.4 sq.ft. 2 person. All season.",,"Rs38,000.00",Easton Tent Hat-Trick 2P,"http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/images/catalog/product/placeholder/image.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/_/h/_hat-trick2p_fly_.jpg",In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/images/catalog/product/placeholder/image.jpg,
#hattrick,AXS11225,Camping ; Outdoor,"
                    Lightweight versatility with best in class space-to-weight ratio. Get more space, protection, and lengthen your usable season with the Hat-Trick series.
This full-featured tent delivers user-friendly features like large entry doors, protected vestibules, Pole-Pilot™ setup sleeves and semi-attachable fly without needing a pack mule.
Easton carbon fiber poles shave weight and add strength. The perfect shelter for those wanting extra wiggle room or needing space for gear-intensive excursions.
Hat-Trick is made with Carbon EVO Pole System with shockcord.
EVO is stronger and lighter than aluminum and sets the new standard in high performance tent frames.
Tent includes: canopy, fly, poles, stakes, stuff sacks, and guy lines. Footprint sold separately.
Pack weight: 5lbs 3oz. Floor area: 40.4 sq.ft. 2 person. All season.
        ","
                
            ","Lightweight versatility with best in class space-to-weight ratio. Get more space, protection, and lengthen your usable season with the Hat-Trick series.,This full-featured tent delivers user-friendly features like large entry doors, protected vestibules, Pole-Pilot™ setup sleeves and semi-attachable fly without needing a pack mule.,Easton carbon fiber poles shave weight and add strength. The perfect shelter for those wanting extra wiggle room or needing space for gear-intensive excursions.,Hat-Trick is made with Carbon EVO Pole System with shockcord.,EVO is stronger and lighter than aluminum and sets the new standard in high performance tent frames.,Tent includes: canopy, fly, poles, stakes, stuff sacks, and guy lines. Footprint sold separately.,Pack weight: 5lbs 3oz. Floor area: 40.4 sq.ft. 2 person. All season.",,"Rs38,000.00",Easton Tent Hat-Trick 2P,"http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/images/catalog/product/placeholder/image.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/_/h/_hat-trick2p_fly_.jpg",In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/images/catalog/product/placeholder/image.jpg,
#heavyweight,AXS11226,Footwear,"
                    Thick socks for intensive use | cold conditionsThick socks for rigorous use  and intense cold conditions, featuring high wool content. and ventilation shafts for evaporation of moisture.
 

Source Socks were especially designed  for your outdoor adventures.
Contains Merino wool for a dry and comfy feel.
Ergonomic Cushioning  specifically fitted for left and right foot.
Flat toe seam prevents blisters and friction.
The Cupron yarn is made with Copper Oxide embedded into the fibers providing a durable technology that is effective throughout the product's life.
Copper is a natural mineral that is essentially consumed by our bodies, vital for skin growth.
Copper improves the skin's appearance and kills most bacteria &amp; fungi that can cause odor.
Copper is non water soluble and environmentally friendly.
Cupron is made from recycled copper.
Israeli Technology - MADE IN ITALY

        ","
                
            ","Thick socks for intensive use | cold conditionsThick socks for rigorous use  and intense cold conditions, featuring high wool content. and ventilation shafts for evaporation of moisture., ",,"Rs2,200.00",SOURCE SOCKS HEAVYWEIGHT,"http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/h/e/heavyweight1.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/h/e/heavyweight2.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/h/e/heavyweight3.jpg",In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/h/e/heavyweight1.jpg,
#HL33023,AXS11227,Camping ; Outdoor,"
                    Exclusive tech features make these the goggle of choice for wildland firefighting, technical rescue, and EMT personnel. 
Fully ventilated frame with buffered airflow for powerful fog resistance and high filtration of airborne particles and smoke.
        ","
                
            ","Exclusive tech features make these the goggle of choice for wildland firefighting, technical rescue, and EMT personnel. ,Fully ventilated frame with buffered airflow for powerful fog resistance and high filtration of airborne particles and smoke.",,"Rs5,050.00",ESS Striketeam XTO Goggles,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/e/s/ess_goggles.jpg,In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/e/s/ess_goggles.jpg,
