SKU,Description,CP,SP,productname,Size,Brand,imgurl,
381172-RH-000090-R292,"
							The Ronhill Vizion Kinetic Half Zip Tee is designed to give you total freedom of movement allowing you to perform at your peak. Wear this item as a base layer or mid layer dependant on the weather you're training in.

Constructed from Powerlite fabric achieves excellent stretch and recovery as a result of the knitted construction in partnership with high elastane content. This provides freedom for movement and excellent support close to the skin.

Features wicking treatment for excellent moisture management with back zip security pocket that's ideal for phones and Mp3 players.

Total comfort and functionality is afforded by the thumb loops, lock down front zip with chin guard, reflective graphics for 360 reflectivity and flat locked seams.MaterialElastane Polyamide Nylon Polyester Fabric 						",6000,7020,RONHILL Ladies Vizion Kinetic Half Zip Tee,10;12,RONHILL,http://products.activinstinct.com/y2013/m09/381172/51043968-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
381830-04443-R525,"
							A new performance capri with a stylish print.

This top is made using Flexlite, with a high elastane content in a woven construction. This allows the fabric to move with flattering, relaxed fit.

Features:

Durable water repellent treatment
Back zip security pocket
2 slanted hand pockets
Elasticated waistband with draw cordMaterialElastane 12%Polyester Fabric 88%						",4199,4912.83,RONHILL Ladies Aspiration Vitality 3/4 Pant,10;12;14,RONHILL,http://products.activinstinct.com/y2013/m09/381830/64567834-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
381087-RH-000081-R292,"
							The Ronhill Vizion Storm Jacket boasts a wide array of performance enhancing technologies that will keep you comfortable and focussed on getting the best out of your run no matter how adverse the weather is. It has been updated to make it lighter.

Constructed from Aqualite fabric that acts as a total water and wind proof barrier. Aqualite brings together all the benefits of a taped waterproof garment with total wind protection. This fabric is carefully selected to combine high levels of waterproofing with high levels of breathability. The right combination ensures total comfort in even the worst weather conditions.

Designed for total performance with a 3 layer soft shell design, fully waterproof taped seams roll away adjustable hood, adjustable cuffs and articulated sleeves, laser cut waterproof chest pocket and waterproof reversed out front zip.

The reflective graphics and tape provide for 360 degree reflectivity with further safety functionality afforded by L.E.D compatibility.

Added comfort comes courtesy of the deep micro fleece lined collar with lock down zip and chin guard and single hand operated draw cord in the hem.MaterialPU 21%Polyester Fabric 79%						",12299,14389.83,RONHILL Ladies Vizion Storm Jacket,10;12;14,RONHILL,http://products.activinstinct.com/y2013/m09/381087/41663411-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
381779-05250-R836,"
							A lightweight and breathable running vest made with a premium quality wicking treatment.

This tee is constructed using Vapourlite fabric. This fabric achieves excellent moisture management because of a lightweight knitted construction that helps draw sweat away from the skin, once it reaches the outer surface it then is easily evaporated. Vapourlite fabric is breathable, lightweight and quick drying.

There are mesh panels for additional ventilation, reflective graphics for safety and flat-locked seams for added comfort.


Material: 100% polyesterMaterialPolyester Fabric 100%						",3799,4444.83,RONHILL Ladies Aspiration Short Sleeve Tee,10;12;14;16,RONHILL,http://products.activinstinct.com/y2013/m09/381779/78667881-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
326720-02138,"
							The Ronhill Ladies Aspiration Contour Tank features a flattering contemporary design that boasts premium levels of comfort and freedom of movement.

Constructed from Powerlite fabric that provides for stretch and recovery with a next to skin fit. This is achieved from the knitted construction along with high elastane content. Powerlite offers exceptional freedom of movement combined with total support to give you precisely what you need to get the best from your run.

Non-stitch transfer labels on the inside prevent chaffing whilst Power Mesh back panel allows for superb breathability and comfort.

Contrasting stitching with vibrant colour combinations provide a striking look.MaterialElastane 16%Polyamide 84%						",4199,4912.83,RONHILL Ladies Aspiration Contour Tank,10;12;14;16,RONHILL,http://products.activinstinct.com/y2012/m11/326720/39176782-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
381722-RH-000089,"
							The Ronhill Aspiration Contour Tight will have you striding with speed and rhythm, utilising a unique blend of features geared toward speed, comfort and moisture management.

Powerlite fabric provides for stretch and recovery with a next to skin fit. This is achieved from the knitted construction along with high elastane content. Powerlite offers exceptional freedom of movement combined with total support to give you precisely what you need to get the best from your run.

Flat locked seems and non-stitch transfer labels on the inside prevents chaffing and allows for a comfortable fit no matter how long the run.

Ronhill silicone gripper hem with brushed fabric and lock down ankle zips with power mesh inserts provide a combination of flexibility and supreme fit.

Safe running with UPF 50 that blocks 98% of the sun's harmful UV rays, reflective graphics provide 360 degree reflectivity for high visibility.

Features a back zip security pocket that's ideal for an mp3 player.

91% Polyamide, 9% ElastaneMaterialElastane 9%Polyamide Nylon 91%						",4600,5382,RONHILL Ladies Aspiration Contour Tight,10;12;14;16;Black/Purple;Black;Black/Pink,RONHILL,http://products.activinstinct.com/y2013/m09/381722/86522736-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
381766-05251,"
							A lightweight and breathable running vest made with a premium quality wicking treatment.

This tee is constructed using Vapourlite fabric. This fabric achieves excellent moisture management because of a lightweight knitted construction that helps draw sweat away from the skin, once it reaches the outer surface it then is easily evaporated. Vapourlite fabric is breathable, lightweight and quick drying.

There are mesh panels for additional ventilation, reflective graphics for safety and flat-locked seams for added comfort.


Material: 100% polyesterMaterialPolyester Fabric 100%						",3999,4678.83,RONHILL Ladies Aspiration Long Sleeve Tee,10;12;14;16;Blue;Purple,RONHILL,http://products.activinstinct.com/y2013/m09/381766/38921709-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
414224-05251,"
							A lightweight and breathable running vest made with a premium quality wicking treatment.

This tee is constructed using Vapourlite fabric. This fabric achieves excellent moisture management because of a lightweight knitted construction that helps draw sweat away from the skin, once it reaches the outer surface it then is easily evaporated. Vapourlite fabric is breathable, lightweight and quick drying.

There are mesh panels for additional ventilation, reflective graphics for safety and flat-locked seams for added comfort.


Material: 100% polyesterMaterialPolyester Fabric 100%						",3700,4329,RONHILL Ladies Aspiration Long Sleeve Tee,10;12;14;16;Pink;Purple,RONHILL,http://products.activinstinct.com/y2014/m03/414224/91413249-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
381109-RH-000079,"
							The Ronhill Vizion Windlite Jacket is updated and is designed to protect you from adverse weather conditions allowing you to generate your best performance no matter how bad it gets out there.

Constructed from Activelite fabric that is both breathable and wind resistant. The excellent wind resistance is achieved through a tightly woven construction which prevents wind from penetrating the fabric whilst maintaining a high standard of breathability. Added to that this fabric is lightweight, ensuring you can perform unhindered on any run.

The back zip security pocket, single hand operated drawcords, lock down front zip and Vizion L.E.D compatibility provide enhanced functionality and usability allowing you to concentrate on extracting your best.MaterialPolyester Fabric 100%						",4600,5382,RONHILL Ladies Vizion Windlite Jacket,10;12;14;16;Pink/Navy;Pink,RONHILL,http://products.activinstinct.com/y2013/m09/381109/75659679-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
341656-04399,"
							The Ronhill Ladies Aspiration Contour Capri is perfect for runners who do not accept compromise on comfort or performance.

Constructed from Powerlite fabric that provides for stretch and recovery with a next to skin fit. This is achieved from the knitted construction along with high elastane content. Powerlite offers exceptional freedom of movement combined with total support to give you precisely what you need to get the best from your run.

Non-stitch transfer labels on the inside and flat locked seams prevent chaffing whilst Power mesh inserts provide excellent breathability with protection provided from harmful UV rays by UPF 40 and high visibility from reflective tape.

Gripper hems ensure a faultless fit with versatility afforded by the back zip security pocket.MaterialElastane 9%Polyamide 91%						",4499,5263.83,RONHILL Ladies Aspiration Contour Capri,10;12;14;18,RONHILL,http://products.activinstinct.com/y2013/m02/341656/45374854-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
